gene	gene length
NANOG	918
NANOGNB	567
NAP1L1	1176
NAV3	7092
NCAPD2	4206
NCKAP1L	3384
NCKAP5L	4005
NCOR2	7545
NDUFA12	438
NDUFA4L2	264
NDUFA9	1134
NECAP1	828
NEDD1	2004
NELL2	2601
NEUROD4	996
NFE2	1122
NFYB	624
NINJ2	567
NOC4L	1551
NOP2	2538
NOS1	4407
NPFF	342
NR1H4	1461
NR2C1	1812
NR4A1	1836
NRIP2	846
NT5DC3	1647
NTF3	813
NTN4	1887
NTS	513
NUAK1	1986
NUDT4	546
NUP107	2778
NUP37	981
NXPH4	927
OAS1	1245
OAS2	2160
OAS3	3264
OASL	1545
OGFOD2	873
OLR1	822
OR10A7	951
OR10AD1	954
OR10P1	942
OR2AP1	930
OR6C1	939
OR6C2	939
OR6C3	936
OR6C4	930
OR6C6	945
OR6C65	939
OR6C68	939
OR6C70	939
OR6C74	939
OR6C75	939
OR6C76	939
OR8S1	1080
OR9K2	1008
ORAI1	912
ORMDL2	462
OS9	2004
OSBPL8	2670
OTOGL	7035
OVCH1	3405
P2RX2	1494
P2RX4	1215
P2RX7	1788
PA2G4	1185
PAH	1359
PAN2	3609
PARP11	1017
PARPBP	1740
PAWR	1023
PCBP2	1101
PCED1B	1299
PDE1B	1611
PDE3A	3426
PDE6H	252
PDZRN4	3111
PEBP1	564
PEX5	1965
PFDN5	465
PFKM	2556
PGAM5	870
PHB2	900
PHC1	3015
PHLDA1	1206
PIANP	849
PIK3C2G	4338
PIP4K2C	1266
PITPNM2	4050
PIWIL1	2586
PKP2	2646
PLA2G1B	447
PLBD1	1662
PLBD2	1770
PLCZ1	1827
PLEKHA5	3849
PLEKHG6	2373
PLEKHG7	1140
PLXNC1	4707
PMCH	498
PMEL	2007
POC1B	1437
POC1B-GALNT4	1728
POLE	6861
POLR3B	3402
POP5	492
POU6F1	906
PPFIA2	3774
PPFIBP1	3036
PPHLN1	1377
PPM1H	1545
PPP1CC	1014
PPP1R12A	3093
PPP1R1A	516
PPTC7	915
PRB1	996
PRB2	1251
PRB3	930
PRB4	744
PRDM4	2406
PRH2	501
PRICKLE1	2496
PRIM1	1263
PRKAB1	813
PRKAG1	1023
PRMT8	1185
PRPF40B	2679
PRPH	1413
PRR13	447
PRR4	405
PSMD9	672
PTGES3	483
PTHLH	534
PTMS	309
PTPN11	1782
PTPN6	1875
PTPRB	6648
PTPRO	3651
PTPRQ	6384
PTPRR	1974
PUS1	1284
PUS7L	2106
PWP1	1506
PXMP2	588
PXN	1818
PYROXD1	1503
PZP	4449
R3HDM2	2931
RAB21	678
RAB35	606
RAB3IP	1431
RAB5B	648
RACGAP1	1899
RAD51AP1	1059
RAD52	1257
RAD9B	1290
RAN	651
RAP1B	555
RAPGEF3	2772
RARG	1365
RASAL1	2421
RASSF3	717
RASSF8	1260
RASSF9	1308
RBM19	2883
RBMS2	1224
RBP5	408
RDH16	954
RDH5	957
RECQL	1950
REP15	711
RERG	600
RERGL	618
RFC5	1023
RFX4	2235
RHEBL1	552
RHNO1	717
RHOF	636
RIC8B	1563
RILPL1	1212
RILPL2	636
RIMBP2	3159
RIMKLB	1161
RND1	699
RNF10	2436
RNF34	1122
RNF41	954
RNFT2	1335
RPAP3	1998
RPH3A	2085
RPL41	78
RPL6	867
RPLP0	954
RPS26	348
RSRC2	1305
SARNP	633
SART3	2892
SBNO1	4182
SCAF11	4392
SCARB1	1530
SCN8A	5943
SCNN1A	2187
SCYL2	2790
SDR9C7	942
SDS	987
SDSL	990
SELPLG	1287
SENP1	1935
SETD1B	5772
SETD8	1059
SFSWAP	3012
SH2B3	1728
SHMT2	1515
SIRT4	945
SLC11A2	1773
SLC15A4	1734
SLC15A5	1740
SLC16A7	1437
SLC17A8	1770
SLC8B1	1755
SLC25A3	1089
SLC26A10	1692
SLC2A13	1947
SLC2A14	1563
SLC2A3	1491
SLC35E3	942
SLC38A1	1464
SLC38A2	1521
SLC38A4	1644
SLC39A5	1623
SLC41A2	1722
SLC48A1	441
SLC4A8	3282
SLC5A8	1833
SLC6A12	1845
SLC6A13	1809
SLC6A15	2193
SLCO1A2	2013
SLCO1B1	2076
SLCO1B3	2109
SLCO1B7	1923
SLCO1C1	2193
SMAGP	294
SMARCC2	3645
SMARCD1	1548
SMCO2	1032
SMCO3	678
SMUG1	813
SNRNP35	756
SNRPF	261
SOAT2	1569
SOCS2	597
SOX5	2292
SP1	2358
SP7	1296
SPATS2	1638
SPIC	745
SPPL3	1155
SPRYD3	1329
SPRYD4	624
SPSB2	792
SRGAP1	3258
SRRM4	1836
SRSF9	666
SSH1	3150
SSPN	732
ST8SIA1	1071
STAB2	7656
STAC3	1095
STAT2	2556
STAT6	2544
STK38L	1395
STRAP	1053
STX2	867
STYK1	1269
SUDS3	987
SUOX	1638
SVOP	1488
SYCP3	711
SYT1	1269
SYT10	1572
TAC3	366
TAOK3	2697
TAPBPL	1407
TARBP2	1101
TAS2R10	924
TAS2R13	912
TAS2R14	954
TAS2R19	900
TAS2R20	930
TAS2R30	960
TAS2R31	930
TAS2R42	945
TAS2R43	930
TAS2R46	930
TAS2R50	900
TAS2R7	957
TAS2R8	930
TAS2R9	939
TBC1D15	2076
TBC1D30	2286
TBK1	2190
TBX3	2232
TBX5	1557
TCHP	1497
TCP11L2	1560
TCTN1	1779
TCTN2	2094
TDG	1233
TEAD4	1305
TNS2	4260
TESC	645
TESPA1	1566
TFCP2	1509
THAP2	687
TIMELESS	3627
TM7SF3	1713
TMBIM4	717
TMBIM6	888
TMCC3	1434
TMED2	606
TMEM106C	753
TMEM116	1014
TMEM117	1545
TMEM119	852
TMEM120B	1020
TMEM132B	3237
TMEM132C	3327
TMEM132D	3300
TMEM19	1011
TMEM194A	1335
TMEM233	330
TMEM5	1332
TMEM52B	492
TMPO	2085
TMPRSS12	1047
TMTC1	2649
TMTC2	2511
TMTC3	2745
TNFRSF1A	1368
TPCN1	2667
TPH2	1473
TPI1	861
TRAFD1	1749
TRHDE	3075
TRIAP1	231
TROAP	2337
TRPV4	2616
TSFM	1041
TSPAN11	762
TSPAN19	747
TSPAN31	633
TSPAN8	714
TSPAN9	720
TUBA1A	1356
TUBA1B	1356
TUBA1C	1350
TULP3	1506
TWF1	1074
TXNRD1	1950
UBC	2058
UBE2N	459
UBE3B	3207
UHRF1BP1L	4395
ULK1	3153
UNC119B	756
UNG	942
USP15	2946
USP30	1554
USP44	2139
USP5	2577
UTP20	8358
VAMP1	357
VDR	1434
VEZT	2340
VPS29	561
VPS33A	1791
VPS37B	858
VSIG10	1623
VWF	8442
WBP11	1926
WDR66	3450
WIBG	615
WIF1	1140
WNK1	7929
WNT1	1113
WNT10B	1170
WNT5B	1080
WSB2	1215
WSCD2	1698
XPOT	2889
XRCC6BP1	741
YAF2	615
YARS2	1434
YBX3	1119
YEATS4	684
ZBTB39	2139
ZC3H10	1305
ZCCHC8	2124
ZCRB1	654
ZDHHC17	1899
ZFC3H1	5970
ZNF10	1722
ZNF140	1374
ZNF26	1701
ZNF268	2844
ZNF384	1734
ZNF385A	1161
ZNF605	2019
ZNF641	1317
ZNF664	786
ZNF664-FAM101A	408
ZNF705A	903
ZNF740	582
ZNF84	2217
ZNF891	1635
AASS	2781
ABCA13	15177
ABCB1	3843
ABCB4	3861
ABCB5	3774
ABCB8	2157
ABCF2	1905
ABHD11	948
AOC1	2313
ACHE	1854
ACN9	378
ACTB	1128
ACTL6B	1281
ACTR3B	1257
ACTR3C	633
ADAM22	2721
ADAP1	1125
ADCK2	1881
ADCY1	3360
ADCYAP1R1	1491
AEBP1	3477
AGAP3	2736
AGBL3	2763
AGFG2	1446
AGK	1269
AGMO	1338
AGR2	528
AGR3	501
AHCYL2	1836
AHR	2547
AIMP2	963
AKAP9	11724
AKR1B1	951
AKR1B10	951
AKR1B15	1035
AKR1D1	981
ALKBH4	909
AMPH	2088
AMZ1	1497
ANKIB1	3270
ANKMY2	1326
ANKRD61	1257
ANKRD7	765
ANLN	3375
AOAH	2065
AP1S1	477
AP4M1	1362
AP5Z1	2424
AQP1	810
ARF5	543
ARHGEF35	1455
ARHGEF5	4794
ARL4A	603
ARMC10	1032
ARPC1A	1113
ARPC1B	1119
ASB10	1404
ASB15	1767
ASB4	1281
ASIC3	1650
ASL	1395
ASNS	1686
ASZ1	1428
ATG9B	2774
ATP5J2	285
ATP5J2-PTCD1	2250
ATP6V0A4	2523
ATP6V0E2	642
ATP6V1F	444
ATXN7L1	2586
AUTS2	3780
AVL9	1947
AZGP1	897
BAIAP2L1	1536
BAZ1B	4452
BBS9	2664
BCAP29	1047
BCL7B	609
BET1	357
BHLHA15	570
BLACE	540
BLVRA	891
BMPER	2058
BPGM	780
BRAF	2301
BRAT1	2466
BRI3	378
BUD31	435
BZW2	1260
C1GALT1	1092
SUGCT	1416
C7orf13	651
TMEM243	360
C7orf25	1440
C7orf26	1350
ZBED6CL	711
C7orf31	1773
C7orf33	534
C7orf34	444
MTURN	396
C7orf43	1743
C7orf49	474
C7orf50	585
C7orf55	342
C7orf55-LUC7L2	1377
C7orf57	888
C7orf60	1218
C7orf61	621
C7orf62	762
CFAP69	2826
C7orf65	456
C7orf66	348
C7orf69	369
C7orf71	510
C7orf72	1317
C7orf73	144
C7orf76	387
CACNA2D1	3276
CADPS2	3903
CALCR	1527
CALD1	2382
CALN1	786
CALU	972
CAMK2B	2001
CAPZA2	861
CARD11	3465
CASD1	2394
CASP2	1359
CAV1	537
CAV2	489
CBLL1	1476
CBX3	552
CCDC126	423
CCDC129	3189
CCDC132	2895
CCDC136	3465
CCDC146	2868
CCDC71L	708
CCL24	360
CCL26	285
CCM2	1398
CCT6A	1596
CCZ1	1449
CCZ1B	1449
CD36	1419
CDCA7L	1365
CDHR3	2658
CDK13	4539
CDK14	1356
CDK5	879
CDK6	981
CEP41	1122
CFTR	4443
CHCHD2	456
CHCHD3	684
CHN2	1407
CHPF2	2319
CHRM2	1401
CHST12	1245
CLCN1	2967
CLDN12	735
CLDN15	687
CLDN3	663
CLDN4	630
CLEC2L	645
CLEC5A	567
CLIP2	3141
CNOT4	2142
CNPY1	279
CNPY4	747
CNTNAP2	3996
COA1	441
COBL	3786
COG5	2583
COL1A2	4101
COL28A1	3378
COPG2	1207
COPS6	984
COX19	273
CPA1	1260
CPA2	1260
CPA4	1266
CPA5	1311
CPED1	3081
CPSF4	810
CPVL	1431
CRCP	447
CREB3L2	1563
CREB5	1527
CRHR2	1317
CROT	1923
CRYGN	549
CTAGE15	2334
CTAGE6	2334
CTAGE8	2334
CTTNBP2	4992
CUL1	2331
CUX1	4551
CYCS	318
CYP2W1	1473
CYP3A4	1512
CYP3A43	1515
CYP3A5	1509
CYP3A7	1512
CYP3A7-CYP3AP1	1608
CYP51A1	1530
CYTH3	1200
DAGLB	2019
DBF4	2025
DBNL	1320
DDC	1443
DDX56	1644
DENND2A	3030
DFNA5	1491
DGAT2L7P	0
DGKB	2415
DGKI	3198
DLD	1530
DLX5	870
DLX6	882
DMTF1	2283
DNAH11	13551
DNAJB6	981
DNAJB9	672
DNAJC2	1866
DNAJC30	681
DOCK4	5901
DPP6	2598
DPY19L1	2028
DTX2	1869
DUS4L	954
DYNC1I1	1938
EEPD1	1710
EFCAB10	450
EGFR	3633
EIF2AK1	1893
EIF3B	2445
EIF4H	747
ELFN1	2487
ELN	2175
COL26A1	1325
EN2	1002
EPDR1	675
EPHA1	2931
EPHB4	2964
EPHB6	3066
EPO	582
ERV3-1	1815
ESYT2	2682
ETV1	1434
EVX1	1224
EXOC4	2925
EZH2	2256
TCAF1	2766
TCAF2	2538
FAM126A	1566
FAM131B	1083
FAM133B	744
FAM180A	522
FAM183B	408
FAM185A	1179
FAM188B	2274
FAM200A	1722
FAM20C	1755
FAM220A	780
FAM221A	897
FAM3C	684
FAM71F1	1035
FAM71F2	930
FASTK	1650
FBXL13	2208
FBXL18	2157
FBXO24	1857
FERD3L	501
FEZF1	1428
FGL2	1320
FIGNL1	2025
FIS1	459
FKBP14	636
FKBP6	984
FKBP9	1713
FLNC	8178
FOXK1	2202
FOXP2	2223
FSCN1	1482
FSCN3	1497
FTSJ2	741
FZD1	1944
FZD9	1776
GAL3ST4	1461
GALNT11	1827
GALNTL5	1332
GARS	2220
GATAD1	810
GATS	492
GATSL2	990
GBAS	861
GBX1	1092
GCC1	2328
GCK	1401
GET4	984
GGCT	567
GHRHR	1272
GIGYF1	3108
GIMAP1	921
GIMAP1-GIMAP5	1536
GIMAP2	1014
GIMAP4	990
GIMAP5	924
GIMAP6	1089
GIMAP7	903
GIMAP8	1998
GJC3	840
GLCCI1	1644
GLI3	4743
GNA12	1146
GNAI1	1065
GNAT3	1065
GNB2	1023
GNG11	222
GNGT1	225
GPC2	1740
GPER1	1128
GPNMB	1719
GPR141	918
GPR146	1002
GPR22	1302
GPR37	1842
GPR85	1113
GRB10	1785
GRID2IP	3636
GRM3	2640
GRM8	2727
GSAP	2565
GSTK1	849
GTF2I	2997
GTF2IRD1	2931
GTF2IRD2B	2850
GTPBP10	1164
GUSB	1956
H2AFV	387
HBP1	1575
HDAC9	3210
DNAAF5	2568
HECW1	4821
HEPACAM2	1389
HERPUD2	1221
HGF	2187
HIBADH	1011
HILPDA	192
HIP1	3114
HIPK2	3597
HNRNPA2B1	1062
HOXA1	1008
HOXA10	1233
HOXA11	942
HOXA13	1167
HOXA2	1131
HOXA3	1332
HOXA4	963
HOXA5	813
HOXA6	702
HOXA7	693
HOXA9	819
HSPB1	618
HTR5A	1074
HUS1	843
HYAL4	1446
ICA1	1452
IFRD1	1356
IGF2BP3	1740
IGFBP1	780
IGFBP3	894
IKZF1	1560
IL6	639
IMMP2L	528
IMPDH1	1800
ING3	1257
INHBA	1281
INMT	792
INMT-FAM188B	426
INSIG1	834
INTS1	6573
IQCE	2088
IQUB	2376
IRF5	1545
ISPD	1356
ITGB8	2310
JAZF1	732
KDM7A	2826
KBTBD2	1872
KCND2	1893
KCNH2	3480
KCP	4511
KCTD7	870
KDELR2	639
KEL	2199
KIAA0087	417
KIAA0895	1563
KIAA1147	1368
KIAA1324L	3090
KIAA1549	5853
KLF14	972
KLHDC10	1329
KLHL7	1761
KLRG2	1230
KPNA7	1551
KRBA1	3092
KRIT1	2211
LAMB1	5361
LAMB4	5286
LAMTOR4	300
LANCL2	1353
LAT2	732
LEP	504
LFNG	1140
LHFPL3	711
LIMK1	1944
LMBR1	1473
LMOD2	1644
LMTK2	4512
LOC100130705	531
LOC100130880	315
LOC100288524	702
LOC100289187	666
LOC100289561	309
LOC154872	273
LRCH4	2052
LRGUK	2478
LRRC17	1326
LRRC4	1962
LRRC61	780
LRRC72	864
LRRD1	2583
LRRN3	2127
LRWD1	1944
LSM5	276
LSMEM1	396
LUC7L2	1179
LUZP6	177
MACC1	2559
MAD1L1	2157
MAFK	471
MAGI2	4368
MALSU1	705
MBLAC1	801
MCM7	2160
MDFIC	1068
MDH2	1017
MEOX2	915
MEPCE	2070
MEST	1008
MET	4227
METTL2B	1137
MGAM	5574
MICALL2	2715
MIOS	2628
MKLN1	2208
MKRN1	1449
KMT2C	14736
KMT2E	5577
MLXIPL	2559
MMD2	813
MNX1	1206
MOGAT3	1026
MOSPD3	708
MPLKIP	540
MPP6	1623
MRPL32	567
MRPS17	393
MRPS24	504
MRPS33	321
MTERF1	1200
MTPN	357
MTRNR2L6	75
MUC12	16008
MUC17	13482
MUC3A	2631
MYL10	681
MYL7	528
MYO1G	3057
NACAD	4689
NAMPT	1476
NAPEPLD	1182
NAT16	1110
NCAPG2	3432
NCF1	1173
NDUFA4	246
NDUFA5	351
NDUFB2	318
NEUROD6	1014
NFE2L3	2085
NME8	1767
NOBOX	2076
NOD1	2862
NOM1	2583
NOS3	3612
NPC1L1	4080
NPSR1	1134
NPTX2	1296
NPVF	591
NPY	294
NRCAM	3915
NRF1	1512
NSUN5	1413
NT5C3A	1011
NUB1	1920
NUDCD3	1086
NUDT1	540
NUP205	6039
NUPL2	1272
NUPR1L	294
NXPH1	816
NYAP1	2526
OCM	330
OCM2	330
OGDH	3072
OPN1SW	1047
OR2A12	933
OR2A14	933
OR2A2	957
OR2A25	933
OR2A5	936
OR2A7	933
OR2AE1	972
OR2F1	954
OR2F2	954
OR6B1	936
OR6V1	942
OR9A2	933
OR9A4	945
ORAI2	765
ORC5	1308
OSBPL3	2664
PAPOLB	1914
PARP12	2106
PAX4	1032
PAXIP1	3210
PCLO	15429
PCOLCE	1350
PDAP1	546
PDE1C	2310
PDGFA	636
PDIA4	1938
PDK4	1236
PEG10	2354
PEX1	3852
PGAM2	762
PHF14	2667
PHKG1	1260
PHTF2	2256
PIK3CG	3309
PILRA	912
PILRB	684
PIP	441
PKD1L1	8550
PLEKHA8	1560
PLOD3	2217
PLXNA4	5685
PMPCB	1470
PMS2	2589
PNPLA8	2349
PODXL	1677
POLD2	1515
POLM	1485
POLR2J	354
POLR2J2	348
POLR2J3	348
POM121	3000
POM121C	2964
POM121L12	891
POMZP3	564
PON1	1068
PON2	1065
PON3	1065
POP7	423
POR	2043
POT1	1905
POU6F2	2076
PPIA	498
PPP1R17	468
PPP1R35	762
PPP1R3A	3369
PPP1R9A	4125
PRKAG2	1710
PRKAR1B	1146
PRKAR2B	1257
PRKRIP1	555
PRPS1L1	957
PRR15	390
PRRT4	2700
PRSS1	744
PRSS2	408
PRSS37	708
PRSS58	726
PSMA2	705
PSMC2	1302
PSMG3	369
PSPH	678
PTCD1	2103
PTN	507
PTPN12	2343
PTPRN2	3048
PTPRZ1	6948
PURB	939
PUS7	1986
PVRIG	981
RAB19	654
RABGEF1	1476
IFT22	558
RAC1	636
RADIL	3228
RALA	621
RAMP3	447
RAPGEF5	2193
RARRES2	492
RASA4	2412
RASA4B	2412
RBAK	2145
RBAK-LOC389458	342
RBM28	2280
RBM33	3513
RBM48	1104
RELN	10383
REPIN1	1875
RFC2	1065
RHBDD2	1095
RHEB	555
RINT1	2379
RNF133	1131
RNF148	918
RNF216	2772
RNF32	1089
RP9	666
RPA3	366
RSBN1L	2541
RUNDC3B	1422
SAMD9	4770
SAMD9L	4755
SAP25	600
SBDS	753
SCIN	2148
SCRN1	1305
SDK1	6642
SEC61G	207
SEMA3A	2316
SEMA3C	2256
SEMA3D	2334
SEMA3E	2328
SEPT14	1299
SEPT7	1312
SERPINE1	1209
SFRP4	1041
SGCE	1389
SH2B2	1768
SHFM1	213
SHH	1389
SKAP2	1080
SLC12A9	2745
SLC13A1	1788
SLC13A4	1881
SLC25A13	2031
SLC25A40	1017
SLC26A3	2295
SLC26A4	2343
SLC26A5	2235
SLC29A4	1593
SLC35B4	996
SLC37A3	1485
SLC4A2	3726
SMARCD3	1452
SMKR1	198
SMO	2364
SMURF1	2274
SND1	2733
SNX10	606
SNX13	2874
SNX8	1398
SOSTDC1	621
SP4	2355
SP8	1527
SPAM1	1536
SPDYE1	1011
SPDYE3	1650
SPDYE5	1014
SPDYE6	1209
SSC4D	1728
SRI	597
SRPK2	2100
SRRM3	1961
SRRT	2631
SSBP1	447
SSMEM1	735
SSPO	15444
ST7	1758
ST7-OT4	510
STAG3	3678
STAG3L3	0
STARD3NL	705
STEAP1	1020
STEAP1B	1029
STEAP2	1473
STEAP4	1380
STK17A	1245
STK31	3060
STRA8	993
STRIP2	2505
STX1A	867
STYXL1	942
SUMF2	1077
SUN1	2358
SUN3	1074
SVOPL	1479
SYPL1	780
TAC1	390
TAF6	2145
TARP	336
TAS2R16	876
TAS2R3	951
TAS2R38	1002
TAS2R39	1017
TAS2R4	900
TAS2R40	972
TAS2R41	924
TAS2R5	900
TAS2R60	957
TAX1BP1	2370
TBL2	1344
TBRG4	1929
TBX20	1344
TBXAS1	1743
TECPR1	3498
TES	1266
TFEC	1044
TFPI2	708
TFR2	2406
THAP5	1188
THSD7A	4974
TMED4	684
TMEM106B	825
TMEM120A	1032
TMEM130	1308
TMEM139	651
TMEM140	558
TMEM168	2094
TMEM176A	708
TMEM176B	813
TMEM178B	885
TMEM184A	1242
TMEM196	519
TMEM209	1686
TMEM213	324
TMEM229A	1143
TMEM248	945
TMEM60	402
TMUB1	741
TNPO3	2772
TNRC18	8907
TOMM7	168
TPK1	732
TPST1	1113
TRA2A	849
TRBC2	539
TRBJ2-1	50
TRBJ2-2	51
TRBJ2-2P	46
TRBJ2-3	49
TRBJ2-4	50
TRBJ2-5	48
TRBJ2-6	53
TRBJ2-7	47
TRBV10-1	344
TRBV10-2	344
TRBV11-1	347
TRBV19	344
TRBV2	248
TRBV20-1	335
TRBV23-1	347
TRBV24-1	345
TRBV25-1	344
TRBV27	344
TRBV28	344
TRBV29-1	335
TRBV3-1	344
TRBV30	335
TRBV4-1	344
TRBV4-2	344
TRBV5-1	343
TRBV5-3	343
TRBV5-4	343
TRBV5-5	343
TRBV5-6	343
TRBV5-7	343
TRBV6-1	344
TRBV6-4	344
TRBV6-5	344
TRBV6-6	344
TRBV6-7	344
TRBV6-8	341
TRBV6-9	344
TRBV7-1	347
TRBV7-3	347
TRBV7-4	347
TRBV7-6	347
TRBV7-7	347
TRBV7-8	347
TRBV9	343
TRGC1	521
TRGC2	569
TRGJ1	50
TRGJ2	50
TRGJP	61
TRGJP1	60
TRGJP2	60
TRGV1	351
TRGV10	353
TRGV11	309
TRGV2	354
TRGV3	354
TRGV4	354
TRGV5	354
TRGV8	354
TRGV9	366
TRIL	2435
TRIM24	3153
TRIM4	1503
TRIM50	1464
TRIM56	2268
TRIM73	753
TRIM74	753
TRIP6	1431
TRPV5	2190
TRPV6	2178
TRRAP	11580
TSC22D4	1188
TSGA13	828
TSPAN12	918
TSPAN13	615
TSPAN33	852
TTC26	1665
TTYH3	1572
TWIST1	609
TWISTNB	1017
TYW1	2199
TYW1B	2007
UBE2D4	444
UBE2H	552
UBE3C	3252
UBN2	4044
UFSP1	429
UNCX	1596
UPK3B	963
UPK3BL	792
URGCP	2796
URGCP-MRPS24	333
USP42	3951
VGF	1848
VIPR2	1317
VKORC1L1	531
VOPP1	519
VPS37D	756
VPS41	2565
VSTM2A	711
VWC2	978
VWDE	4773
WASL	1518
WBSCR16	1395
WBSCR17	1797
WBSCR22	897
WBSCR27	738
WBSCR28	798
WDR60	3201
WDR86	1131
WDR91	2244
WEE2	1704
WIPF3	1452
WIPI2	1365
WNT16	1098
WNT2	1083
XRCC2	843
YAE1D1	681
YKT6	597
YWHAG	744
ZAN	8438
ZC3HAV1	2709
ZC3HAV1L	903
ZC3HC1	1509
ZCWPW1	1947
ZDHHC4	1035
ZFAND2A	438
ZKSCAN1	1692
ZKSCAN5	2520
ZMIZ2	2763
ZNF107	2352
ZNF117	1452
ZNF12	2094
ZNF138	960
ZNF212	1488
ZNF273	1710
ZNF277	1353
ZNF282	2016
ZNF3	1341
ZNF394	1686
ZNF398	1929
ZNF425	2259
ZNF467	1788
ZNF479	1575
ZNF655	1581
ZNF679	1236
ZNF680	1593
ZNF713	1293
ZNF716	1488
ZNF727	1500
ZNF735	1239
ZNF736	1284
ZNF746	1938
ZNF775	1614
ZNF777	2496
ZNF783	1641
ZNF786	2349
ZNF789	1278
ZNF800	1995
ZNF804B	4050
ZNF853	1980
ZNF862	3510
ZNF92	1761
ZNHIT1	465
ZNRF2	729
ZP3	1275
ZPBP	1056
ZSCAN21	1422
ZSCAN25	1635
ZYX	1719
ABLIM3	2052
ACOT12	1668
ACSL6	2169
ACTBL2	1131
ADAM19	2757
ADAMTS12	4785
ADAMTS16	3675
ADAMTS19	3624
ADAMTS2	3636
ADAMTS6	3354
ADCY2	3276
ADRA1B	1563
ADRB2	1242
AFAP1L1	2307
AFF4	3492
AGGF1	2145
AGXT2	1545
PHYKPL	1353
AHRR	2160
ALDH7A1	1620
AMACR	1185
ANKDD1B	1587
ANKH	1479
ANKHD1	7629
ANKHD1-EIF4EBP3	7854
ANKRA2	942
ANKRD31	5622
ANKRD32	3177
ANKRD33B	1485
ANKRD34B	1545
ANKRD55	1845
ANXA2R	582
ANXA6	2022
AP3B1	3285
AP3S1	582
APBB3	1482
APC	8532
AQPEP	2973
ARAP3	4635
ARHGAP26	2445
ARHGEF28	5196
ARHGEF37	2028
ARL10	735
ARL14EPL	459
ARL15	615
ARRDC3	1245
ARSB	1602
ARSI	1710
ARSK	1611
ATG10	663
ATG12	423
ATOX1	207
ATP10B	4386
ATP6AP1L	675
ATP6V0E1	246
B4GALT7	984
BASP1	684
BDP1	7875
BHMT	1221
BHMT2	1092
BNIP1	816
BOD1	558
BRD8	3708
BRD9	1794
BRIX1	1062
BTF3	621
BTNL3	1401
BTNL8	1503
BTNL9	1608
C1QTNF2	993
C1QTNF3	960
C5orf15	798
C5orf17	486
DCANP1	735
C5orf22	1329
C5orf24	567
LINC01554	291
C5orf28	648
C5orf30	621
C5orf34	1917
C5orf38	417
C5orf42	9594
TRAPPC13	1260
C5orf45	1032
C5orf46	264
C5orf47	531
TEX43	405
C5orf49	444
SMIM23	468
C5orf51	885
C5orf52	480
ZBED8	1785
EXOC3-AS1	360
C5orf56	381
C5orf58	309
C5orf60	834
C5orf63	417
C5orf64	393
C6	2805
C7	2532
C9	1680
CAMK2A	1470
CAMK4	1422
CAMLG	891
CANX	1779
CAPSL	627
CARD6	3114
CARTPT	351
CAST	2253
CATSPER3	1197
CBY3	729
CCDC112	1590
CCDC125	1536
CCDC127	783
CCDC152	765
CCDC69	891
CCL28	384
CCNB1	1302
CCNG1	888
CCNH	972
CCNI2	1110
CCNJL	1308
CCNO	1053
CCT5	1626
CD14	1128
CD180	1986
CD74	891
CDC20B	1560
CDC23	1794
CDC25C	1422
CDC42SE2	255
CDH10	2367
CDH12	2385
CDH18	2373
CDH6	2373
CDH9	2370
CDHR2	3933
CDK7	1041
CDKL3	1779
CDKN2AIPNL	351
CDO1	603
CDX1	798
CENPH	744
CENPK	810
CEP120	2961
CEP72	1944
CETN3	504
CHD1	5133
CHSY3	2649
CKMT2	1260
CLINT1	1932
CLK4	1446
CLPTM1L	1617
CLTB	690
CMBL	738
CMYA5	12210
CNOT6	1674
CNOT8	879
COL23A1	1623
COL4A3BP	2259
COMMD10	609
COX7C	192
CPEB4	2190
CPLX2	405
CREBRF	1920
CRHBP	969
CSF1R	2919
CSF2	435
CSNK1A1	1098
CSNK1G3	1368
CTNNA1	2721
CTNND2	3678
CTXN3	246
CWC27	1419
CXCL14	336
CXXC5	969
CYFIP2	3762
CYSTM1	294
DAB2	2313
DAP	309
DBN1	1956
DCP2	1263
DCTN4	1404
DDX4	2175
DDX41	1869
DDX46	3096
DEPDC1B	1590
DHFR	564
DHX29	4110
DIAPH1	3819
DIMT1	942
DMGDH	2601
DMXL1	9084
DNAH5	13875
DNAJC18	1077
DNAJC21	1731
DND1	1062
DOCK2	5493
DOK3	1491
DPYSL3	2055
DRD1	1341
DROSHA	4125
DTWD2	897
DUSP1	1104
EBF1	1776
ECSCR	326
EDIL3	1443
EFCAB9	594
EFNA5	687
EGFLAM	3054
EGR1	1632
EIF4E1B	729
EIF4EBP3	303
ELL2	1923
ELOVL7	846
EMB	984
ENC1	1770
EPB41L4A	2061
ERAP1	2847
ERAP2	2883
ERBB2IP	4260
ERCC8	1191
ERGIC1	873
ESM1	555
ETF1	1314
EXOC3	2238
F12	1848
F2R	1278
F2RL1	1194
F2RL2	1125
FABP6	534
FAF2	1338
FAM105A	1071
OTULIN	1059
FAM114A2	1518
FAM134B	1494
FAM13B	2748
FAM151B	831
FAM153A	933
FAM153B	933
FAM153C	528
FAM159B	483
FAM169A	2013
FAM170A	990
FAM172A	1251
FAM173B	702
FAM174A	573
FAM193B	2469
FAM196B	1608
FAM53C	1179
FAM71B	1818
FAM81B	1359
FASTKD3	1989
FAT2	13050
FAXDC2	1002
FBN2	8739
FBXL17	2106
